,Point,Class1 Parzen,Class1 kNN,Class1 Prior,Class1 Posterior Prob Parzen,Class1 Posterior Prob kNN,Class2 Parzen,Class2 kNN,Class2 Prior,Class2 Posterior Prob Parzen,Class2 Posterior Prob kNN
20,"-5.206548448, -6.430600251",0.026314659059875147,0.06892485727305378,0.5,0.03446242863652689,0.03446242863652689,3.4939368126441983e-32,0.004643823431648321,0.5,0.0023219117158241607,0.0023219117158241607
21,"-8.906572132, -3.122271809",0.01582247026198176,0.042694344641290224,0.5,0.021347172320645112,0.021347172320645112,5.256153316555032e-53,0.00399193866742644,0.5,0.00199596933371322,0.00199596933371322
22,"-3.62812376, -9.786150451",0.00989377960610413,0.03718830266718227,0.5,0.018594151333591134,0.018594151333591134,2.5970768601886515e-58,0.003832183563772366,0.5,0.001916091781886183,0.001916091781886183
23,"-3.367686725, -6.262480901",0.009617878313722825,0.03324751868256799,0.5,0.016623759341283996,0.016623759341283996,1.7025997563290216e-21,0.00540207453929792,0.5,0.00270103726964896,0.00270103726964896
24,"-5.298027906, -6.142991109",0.024005096847246124,0.05696691057339417,0.5,0.028483455286697084,0.028483455286697084,9.452695298526434e-31,0.004742332336518289,0.5,0.0023711661682591445,0.0023711661682591445
25,"-5.159254447, -6.420270542",0.026144452942585855,0.07070237969647271,0.5,0.035351189848236354,0.035351189848236354,8.645250705904623e-32,0.00466311305405135,0.5,0.002331556527025675,0.002331556527025675
26,"-5.133518466, -7.585487524",0.031607102250701104,0.06436583937781439,0.5,0.03218291968890719,0.03218291968890719,2.1184318551944458e-41,0.004215485312883078,0.5,0.002107742656441539,0.002107742656441539
27,"-3.09406864, -11.40294854",0.0033851443410505126,0.02058476941796354,0.5,0.01029238470898177,0.01029238470898177,4.4136608752606684e-80,0.003431980675260768,0.5,0.001715990337630384,0.001715990337630384
28,"-4.842279373, -6.977853286",0.026420186871097772,0.059185511008364756,0.5,0.029592755504182378,0.029592755504182378,3.7613490564448123e-34,0.0045223708557036585,0.5,0.0022611854278518292,0.0022611854278518292
29,"-7.531484848, -3.520519278",0.01446027762322031,0.044591381253115826,0.5,0.022295690626557913,0.022295690626557913,4.444994961535596e-38,0.004496836351389271,0.5,0.0022484181756946353,0.0022484181756946353
30,"-6.0845032, -7.635445873",0.023400668133665724,0.06764062156818544,0.5,0.03382031078409272,0.03382031078409272,5.936557751044436e-49,0.003958739088351918,0.5,0.001979369544175959,0.001979369544175959
31,"-6.352828057, -6.243930662",0.01593384840389203,0.0477527509910249,0.5,0.02387637549551245,0.02387637549551245,1.0478362860311146e-39,0.004305005635159772,0.5,0.002152502817579886,0.002152502817579886
32,"-3.857476726, -9.084686082",0.018670902253465505,0.049526253648168116,0.5,0.024763126824084058,0.024763126824084058,2.0102558448353705e-50,0.004024926267776318,0.5,0.002012463133888159,0.002012463133888159
33,"-2.477223972, -6.258251005",0.0019420003216708978,0.023126267718280604,0.5,0.011563133859140302,0.011563133859140302,5.433881756098994e-19,0.005828825145966416,0.5,0.002914412572983208,0.002914412572983208
34,"-6.145060469, -5.703728295",0.015034410255945522,0.04838361420344038,0.5,0.02419180710172019,0.02419180710172019,2.3307000508737162e-34,0.004541033750145497,0.5,0.0022705168750727484,0.0022705168750727484
35,"-6.975501497, -5.622611662",0.008757076524346182,0.03571551362931532,0.5,0.01785775681465766,0.01785775681465766,2.0173850227232243e-41,0.004275673563423314,0.5,0.002137836781711657,0.002137836781711657
36,"-4.354474066, -8.01842861",0.023861374884138933,0.0584104638253015,0.5,0.02920523191265075,0.02920523191265075,5.250077229024544e-41,0.00425334183266004,0.5,0.00212667091633002,0.00212667091633002
37,"-6.899702671, -6.609936735",0.01449744807532864,0.04478344429197828,0.5,0.02239172214598914,0.02239172214598914,1.887509328678138e-47,0.004020557822814924,0.5,0.002010278911407462,0.002010278911407462
38,"-4.596307753, -5.56426162",0.016112782391332826,0.044773843601924726,0.5,0.022386921800962363,0.022386921800962363,1.2479745185970048e-22,0.005295274343593734,0.5,0.002647637171796867,0.002647637171796867
39,"-6.391955051, -6.578041337",0.017664979076203204,0.04712587736229894,0.5,0.02356293868114947,0.02356293868114947,1.6437401468204726e-42,0.004199511340492985,0.5,0.0020997556702464924,0.0020997556702464924
40,"-5.414564632, -7.2354434",0.0336646870397801,0.06520918153905952,0.5,0.03260459076952976,0.03260459076952976,3.832295399371336e-40,0.004257200340828448,0.5,0.002128600170414224,0.002128600170414224
41,"-4.606892678, -7.484897166",0.021857768655859817,0.05111664849192167,0.5,0.025558324245960835,0.025558324245960835,3.22445089163766e-37,0.004411759322047838,0.5,0.002205879661023919,0.002205879661023919
42,"-5.737673656, -11.48808094",0.004045936377757147,0.022021553137887926,0.5,0.011010776568943963,0.011010776568943963,1.1751164055190309e-95,0.0030838093457677693,0.5,0.0015419046728838847,0.0015419046728838847
43,"-3.108101862, -5.016544831",0.007728563186342102,0.025789832248358936,0.5,0.012894916124179468,0.012894916124179468,4.009528646764959e-13,0.00642166155657012,0.5,0.00321083077828506,0.00321083077828506
44,"-4.207548324, -8.060076922",0.022363548179189403,0.05454559775226798,0.5,0.02727279887613399,0.02727279887613399,1.1233350986599854e-40,0.004280432160841659,0.5,0.0021402160804208296,0.0021402160804208296
45,"-4.273460261, -6.221425074",0.01927980464998258,0.05596492202426303,0.5,0.027982461012131515,0.027982461012131515,3.906937969548411e-25,0.005059986835746791,0.5,0.0025299934178733955,0.0025299934178733955
46,"-4.463531744, -10.2797135",0.009386727897397647,0.038456215802209384,0.5,0.019228107901104692,0.019228107901104692,5.270865723029451e-69,0.0035475978252993913,0.5,0.0017737989126496957,0.0017737989126496957
47,"-3.337054867, -5.627946189",0.009798059428899726,0.03652849570684464,0.5,0.01826424785342232,0.01826424785342232,3.1622648736842676e-17,0.005845240554245998,0.5,0.002922620277122999,0.002922620277122999
48,"-3.524780993, -7.539227601",0.007656409868086732,0.03807720524929706,0.5,0.01903860262464853,0.01903860262464853,1.4456409202134804e-32,0.004703558512088545,0.5,0.0023517792560442726,0.0023517792560442726
49,"-3.344394553, -7.329662923",0.005937650617129609,0.03405257202439812,0.5,0.01702628601219906,0.01702628601219906,5.470881683547206e-30,0.004860637794867763,0.5,0.0024303188974338814,0.0024303188974338814
50,"-4.395665276, -6.966893774",0.01917759252271233,0.046284455380610566,0.5,0.023142227690305283,0.023142227690305283,1.674245435068313e-31,0.0046859775026122435,0.5,0.0023429887513061218,0.0023429887513061218
51,"-8.312157467, -7.133649347",0.004299747227568835,0.021459896834789244,0.5,0.010729948417394622,0.010729948417394622,3.8261240092100814e-67,0.003519627608498438,0.5,0.001759813804249219,0.001759813804249219
52,"-5.679960957, -4.882291159",0.011854810878885843,0.03850248595111157,0.5,0.019251242975555784,0.019251242975555784,3.4100452069160054e-26,0.005056973016625419,0.5,0.0025284865083127096,0.0025284865083127096
53,"-4.998152399, -4.209133174",0.0028656018971761903,0.02419784072298049,0.5,0.012098920361490245,0.012098920361490245,1.180604331838452e-18,0.005753867757012858,0.5,0.002876933878506429,0.002876933878506429
54,"-3.950278743, -8.509026728",0.022472591896205287,0.057393121205925664,0.5,0.028696560602962832,0.028696560602962832,3.2638178503988514e-44,0.004211163766180874,0.5,0.002105581883090437,0.002105581883090437
55,"-3.185976915, -7.901468606",0.008158938481945772,0.034201789074202335,0.5,0.017100894537101168,0.017100894537101168,7.307197729106075e-35,0.0046631180806706585,0.5,0.0023315590403353292,0.0023315590403353292
56,"-5.269028833, -6.713415637",0.02886680818326767,0.06589426087408566,0.5,0.03294713043704283,0.03294713043704283,9.035343973703309e-35,0.004503771898620524,0.5,0.002251885949310262,0.002251885949310262
57,"-3.158720818, -5.81358784",0.008141424072281894,0.03229080870412185,0.5,0.016145404352060924,0.016145404352060924,8.93971855067683e-18,0.0057840922935965215,0.5,0.0028920461467982607,0.0028920461467982607
58,"-6.815543488, -9.189459998",0.002703347296614006,0.025883310993338463,0.5,0.012941655496669232,0.012941655496669232,2.581484506492452e-72,0.003390195588395348,0.5,0.001695097794197674,0.001695097794197674
59,"-6.048582735, -7.124123386",0.026692103877190038,0.060925653863699934,0.5,0.030462826931849967,0.030462826931849967,4.974264115510304e-44,0.004136545545828826,0.5,0.002068272772914413,0.002068272772914413
60,"-6.01493722, -5.63891755",0.01579950881573407,0.04998460919917115,0.5,0.024992304599585576,0.024992304599585576,6.869557237972146e-33,0.004616463405388189,0.5,0.0023082317026940943,0.0023082317026940943
61,"-4.860320783, -8.904776664",0.03125473349121268,0.0755589351814565,0.5,0.03777946759072825,0.03777946759072825,1.4042278851155467e-53,0.0038416008826251432,0.5,0.0019208004413125716,0.0019208004413125716
62,"-4.353667263, -8.90434173",0.02825930942366472,0.06863062903738028,0.5,0.03431531451869014,0.03431531451869014,1.1035414054153825e-50,0.003979647695915201,0.5,0.0019898238479576003,0.0019898238479576003
63,"-4.809137937, -5.791339502",0.01970091420914528,0.05518465144265508,0.5,0.02759232572132754,0.02759232572132754,2.9047938703034492e-25,0.00508760113474431,0.5,0.002543800567372155,0.002543800567372155
64,"-3.406081019, -8.188641947",0.012106671762278169,0.04404715230512373,0.5,0.022023576152561865,0.022023576152561865,1.5092051687983698e-38,0.004475492201643671,0.5,0.0022377461008218353,0.0022377461008218353
65,"-6.218378534, -9.515988503",0.007882225128197334,0.03476727722481124,0.5,0.01738363861240562,0.01738363861240562,5.318513957938047e-71,0.003430958354686999,0.5,0.0017154791773434995,0.0017154791773434995
66,"-2.43456937, -8.879087193",0.005696811551222265,0.029416802808134208,0.5,0.014708401404067104,0.014708401404067104,1.7453041175246849e-43,0.004401329606121202,0.5,0.002200664803060601,0.002200664803060601
67,"-4.559791183, -6.290592863",0.022608104397835373,0.058063779932262645,0.5,0.029031889966131322,0.029031889966131322,3.649359313597395e-27,0.0049147100287423,0.5,0.00245735501437115,0.00245735501437115
68,"-4.153698699, -7.803226812",0.01739793216536051,0.04917635520989128,0.5,0.02458817760494564,0.02458817760494564,7.734202754544954e-38,0.004390428594757747,0.5,0.0021952142973788737,0.0021952142973788737
69,"-6.819627471, -7.332487887",0.012311458276079924,0.04360245916510493,0.5,0.021801229582552466,0.021801229582552466,1.0474816475986328e-52,0.003871591855532418,0.5,0.001935795927766209,0.001935795927766209
70,"-4.879009151, -9.037544411",0.030410968775558187,0.06183746256645625,0.5,0.030918731283228126,0.030918731283228126,2.9092696589410096e-55,0.003802994549319469,0.5,0.0019014972746597344,0.0019014972746597344
71,"-5.279635011, -10.12675201",0.012115260691186453,0.03912923561747201,0.5,0.019564617808736005,0.019564617808736005,6.694021733450018e-72,0.0034536626536251103,0.5,0.0017268313268125552,0.0017268313268125552
72,"-6.046881894, -8.585109487",0.013644503755701028,0.04311824325247231,0.5,0.021559121626236154,0.021559121626236154,1.924861988176189e-58,0.0036890603725014686,0.5,0.0018445301862507343,0.0018445301862507343
73,"-5.628471837, -7.359825899",0.033801037629818245,0.08576336414011466,0.5,0.04288168207005733,0.04288168207005733,8.232306509579569e-43,0.004158844945981548,0.5,0.002079422472990774,0.002079422472990774
74,"-6.178469092, -7.562204949",0.021773606740263074,0.06519650718713929,0.5,0.032598253593569645,0.032598253593569645,4.7786586517877635e-49,0.003960597182250804,0.5,0.001980298591125402,0.001980298591125402
75,"-5.590879279, -9.83461215",0.013161129674186046,0.04408697315383324,0.5,0.02204348657691662,0.02204348657691662,3.6812427973936855e-70,0.003456508624623114,0.5,0.001728254312311557,0.001728254312311557
76,"-5.293289357, -5.190499448",0.01268613864944387,0.042638797062598086,0.5,0.021319398531299043,0.021319398531299043,6.220110225447466e-25,0.005117626433499946,0.5,0.002558813216749973,0.002558813216749973
77,"-4.436930616, -7.738399587",0.02091352114008074,0.05059346513904938,0.5,0.02529673256952469,0.02529673256952469,1.1395396974354225e-38,0.004348141907680956,0.5,0.002174070953840478,0.002174070953840478
78,"-4.20828797, -6.695017727",0.017802250246534614,0.0542193427166698,0.5,0.0271096713583349,0.0271096713583349,2.4807151854387442e-28,0.004873151097335085,0.5,0.0024365755486675427,0.0024365755486675427
79,"-4.403055723, -6.85325691",0.02001641620660696,0.048721002816583335,0.5,0.024360501408291668,0.024360501408291668,1.3181238431544923e-30,0.004730411643443681,0.5,0.0023652058217218403,0.0023652058217218403
80,"-4.95322397, -5.55971193",0.017141512638117987,0.04729882075417826,0.5,0.02364941037708913,0.02364941037708913,9.61505333828448e-25,0.005151542432827709,0.5,0.0025757712164138544,0.0025757712164138544
81,"-3.788131412, -8.418607257",0.019251598062414232,0.049240492593313354,0.5,0.024620246296656677,0.024620246296656677,1.6573637019551768e-42,0.0042850793677991885,0.5,0.0021425396838995942,0.0021425396838995942
82,"-4.824098914, -4.676432318",0.006555612507436293,0.03065489262665408,0.5,0.01532744631332704,0.01532744631332704,2.0274687727313922e-19,0.005603220054715598,0.5,0.002801610027357799,0.002801610027357799
83,"-4.08107646, -5.837852061",0.015031588694096066,0.043504055200627195,0.5,0.021752027600313598,0.021752027600313598,1.3097843039427038e-21,0.005338597417925765,0.5,0.0026692987089628824,0.0026692987089628824
84,"-5.501620502, -7.797058778",0.032183617904700576,0.07273949763120968,0.5,0.03636974881560484,0.03636974881560484,5.52913110488484e-46,0.004043041862014532,0.5,0.002021520931007266,0.002021520931007266
85,"-3.227295643, -12.3188584",0.00045943800291602436,0.015931194936043926,0.5,0.007965597468021963,0.007965597468021963,6.325769136243218e-96,0.0031873141091806993,0.5,0.0015936570545903497,0.0015936570545903497
86,"-5.495450971, -8.037222802",0.03010357947638287,0.06499567713928027,0.5,0.032497838569640135,0.032497838569640135,2.453905479019446e-48,0.00397350141275885,0.5,0.001986750706379425,0.001986750706379425
87,"-3.592859982, -7.057444394",0.008324525826312603,0.032881274775769104,0.5,0.016440637387884552,0.016440637387884552,1.539497957103545e-28,0.004890983697823208,0.5,0.002445491848911604,0.002445491848911604
88,"-6.149925809, -7.360943382",0.0238967069287247,0.06859053734243788,0.5,0.03429526867121894,0.03429526867121894,5.878375173550212e-47,0.00403212456623731,0.5,0.002016062283118655,0.002016062283118655
89,"-7.328808345, -8.443310525",0.0017189998068636726,0.023548625037220557,0.5,0.011774312518610278,0.011774312518610278,7.94757633222749e-69,0.003479523227727644,0.5,0.001739761613863822,0.001739761613863822
90,"-3.658373621, -7.15224651",0.008494263724946414,0.03396134607223292,0.5,0.01698067303611646,0.01698067303611646,1.2963063236263098e-29,0.004823243866131731,0.5,0.0024116219330658655,0.0024116219330658655
91,"-5.408506042, -8.555780789",0.028133642268787014,0.07028978782189439,0.5,0.035144893910947196,0.035144893910947196,3.1259770629967857e-53,0.0038452493261754116,0.5,0.0019226246630877058,0.0019226246630877058
92,"-6.765896647, -4.531016341",0.01440385490585844,0.05032167479589901,0.5,0.025160837397949505,0.025160837397949505,7.031924322987519e-34,0.004659941228411269,0.5,0.0023299706142056345,0.0023299706142056345
93,"-6.735055335, -7.747338565",0.01039198991009472,0.037972333421246715,0.5,0.018986166710623358,0.018986166710623358,8.951030323033898e-56,0.0037800467130681666,0.5,0.0018900233565340833,0.0018900233565340833
94,"-6.995723627, -4.846551954",0.013640307227403796,0.04569918680845371,0.5,0.022849593404226855,0.022849593404226855,1.744873620127722e-37,0.004476607649134792,0.5,0.002238303824567396,0.002238303824567396
95,"-7.223225241, -6.837911656",0.015474667609882793,0.040288319616407615,0.5,0.020144159808203808,0.020144159808203808,1.7682501195291352e-52,0.0038667641667607566,0.5,0.0019333820833803783,0.0019333820833803783
96,"-6.293537566, -9.526545733",0.007013194521338659,0.03459174761720814,0.5,0.01729587380860407,0.01729587380860407,8.849706354240892e-72,0.003414479967847323,0.5,0.0017072399839236614,0.0017072399839236614
97,"-4.321154618, -8.581695552",0.02847100882579167,0.06566606101051473,0.5,0.03283303050525736,0.03283303050525736,7.886772969871343e-47,0.00408152908575344,0.5,0.00204076454287672,0.00204076454287672
98,"-6.163529686, -7.94572911",0.01743362516970742,0.04890586102359248,0.5,0.02445293051179624,0.02445293051179624,1.2165363263373588e-52,0.003844775384433008,0.5,0.001922387692216504,0.001922387692216504
99,"-3.949169695, -6.567999696",0.014798393277821299,0.0459905845435718,0.5,0.0229952922717859,0.0229952922717859,4.1619301595472863e-26,0.005036425782025826,0.5,0.002518212891012913,0.002518212891012913
100,"-5.651661329, -10.05483065",0.010604699621509873,0.038245498587589556,0.5,0.019122749293794778,0.019122749293794778,1.3742241348001023e-73,0.003394989014684455,0.5,0.0016974945073422276,0.0016974945073422276
101,"-3.621232615, -6.522216887",0.011377968390941982,0.03828061487440523,0.5,0.019140307437202617,0.019140307437202617,2.3432164615951674e-24,0.005153591853462521,0.5,0.0025767959267312605,0.0025767959267312605
102,"-4.732200079, -7.602665198",0.02493600147957431,0.05576243192702387,0.5,0.027881215963511934,0.027881215963511934,4.794222068614749e-39,0.004330178652476047,0.5,0.0021650893262380234,0.0021650893262380234
103,"-5.481180163, -8.836816442",0.025474224224603482,0.05590377111899991,0.5,0.027951885559499956,0.027951885559499956,6.147103813298366e-57,0.003750280150432805,0.5,0.0018751400752164025,0.0018751400752164025
104,"-5.280095803, -6.811592717",0.02978771833143451,0.06331927183277528,0.5,0.03165963591638764,0.03165963591638764,1.249690825248284e-35,0.004459918446219848,0.5,0.002229959223109924,0.002229959223109924
105,"-6.930510078, -7.764493916",0.008798632362809896,0.03401570313035813,0.5,0.017007851565179064,0.017007851565179064,8.216354130259417e-58,0.003732631751150803,0.5,0.0018663158755754016,0.0018663158755754016
106,"-4.796896872, -6.572676362",0.025537149733943082,0.05280914410328821,0.5,0.026404572051644103,0.026404572051644103,1.2363413808272498e-30,0.004703734585584836,0.5,0.002351867292792418,0.002351867292792418
107,"-4.033925146, -8.021142568",0.019102855820845695,0.051401624771799936,0.5,0.025700812385899968,0.025700812385899968,1.9558325260027115e-39,0.004345353270989234,0.5,0.002172676635494617,0.002172676635494617
108,"-7.402817462, -7.305827272",0.011468378685495861,0.03129326426048954,0.5,0.01564663213024477,0.01564663213024477,2.4813368173611163e-58,0.003714132019882336,0.5,0.001857066009941168,0.001857066009941168
109,"-7.26827434, -8.542684443",0.001507411424054736,0.02349958600234349,0.5,0.011749793001171745,0.011749793001171745,2.7361502594831643e-69,0.003467019954352867,0.5,0.0017335099771764336,0.0017335099771764336
110,"-3.662717471, -6.446460067",0.012060058638229407,0.04068700959967631,0.5,0.020343504799838156,0.020343504799838156,5.894134708478371e-24,0.005179626120205458,0.5,0.002589813060102729,0.002589813060102729
111,"-3.855364643, -7.48555767",0.010365029680951791,0.03876589194709353,0.5,0.019382945973546766,0.019382945973546766,1.9898884036243147e-33,0.004610354300165959,0.5,0.0023051771500829793,0.0023051771500829793
112,"-5.87175571, -7.365216107",0.03052022218663778,0.0688698875708383,0.5,0.03443494378541915,0.03443494378541915,9.907187723568071e-45,0.0040980434571881805,0.5,0.0020490217285940903,0.0020490217285940903
113,"-3.232591486, -8.949383694",0.010779349054028296,0.040732510333269314,0.5,0.020366255166634657,0.020366255166634657,2.1107020965936518e-46,0.004204637847052286,0.5,0.002102318923526143,0.002102318923526143
114,"-4.078608119, -6.80757812",0.015167080943573035,0.05294027603625295,0.5,0.026470138018126477,0.026470138018126477,1.36208098868885e-28,0.004873080095488218,0.5,0.002436540047744109,0.002436540047744109
115,"-6.634937363, -8.257982978",0.006927728152952513,0.03225978253593992,0.5,0.01612989126796996,0.01612989126796996,5.138195063652879e-60,0.0036593958797356304,0.5,0.0018296979398678152,0.0018296979398678152
116,"-4.171289032, -9.578868005",0.019692425779647717,0.0580047665477478,0.5,0.0290023832738739,0.0290023832738739,4.878581692921167e-58,0.003801105895134202,0.5,0.001900552947567101,0.001900552947567101
117,"-3.982107461, -8.894590302",0.022099884254892843,0.05316660096232698,0.5,0.02658330048116349,0.02658330048116349,9.839082810168342e-49,0.004064728949652391,0.5,0.0020323644748261953,0.0020323644748261953
118,"-5.447102232, -9.164438309",0.023585991087002437,0.05814587722177499,0.5,0.029072938610887496,0.029072938610887496,1.4012783070127627e-60,0.0036692271365007276,0.5,0.0018346135682503638,0.0018346135682503638
119,"-4.39158319, -5.553328239",0.014713414673011299,0.041555380442936815,0.5,0.020777690221468408,0.020777690221468408,1.94186329298665e-21,0.0053844923248433235,0.5,0.0026922461624216618,0.0026922461624216618
120,"-4.645363916, -7.035030708",0.0231700983399953,0.05554606649277553,0.5,0.027773033246387763,0.027773033246387763,1.8413344657883596e-33,0.004569791558190519,0.5,0.0022848957790952596,0.0022848957790952596
121,"-5.575886481, -7.513926246",0.033703219904367206,0.07617152059284797,0.5,0.038085760296423986,0.038085760296423986,7.881321499394474e-44,0.004116428319722821,0.5,0.0020582141598614106,0.0020582141598614106
122,"-3.033068751, -7.78672639",0.006632497805045681,0.031374700196035395,0.5,0.015687350098017697,0.015687350098017697,2.9455717228054896e-33,0.004761254055566288,0.5,0.002380627027783144,0.002380627027783144
123,"-5.188196539, -7.195776744",0.0314904484780103,0.06677826589806002,0.5,0.03338913294903001,0.03338913294903001,3.129774432400375e-38,0.004329166891272888,0.5,0.002164583445636444,0.002164583445636444
124,"-7.187600874, -4.355596082",0.014877835842849548,0.044416618446653594,0.5,0.022208309223326797,0.022208309223326797,2.591624165551061e-37,0.004502895468539063,0.5,0.0022514477342695316,0.0022514477342695316
125,"-6.707447871, -0.449888702",0.019686316855581323,0.0604790804049827,0.5,0.03023954020249135,0.03023954020249135,1.9751569469147925e-27,0.0054775561646554964,0.5,0.0027387780823277482,0.0027387780823277482
126,"-6.634050704, -1.754622379",0.013740291097893629,0.04384324980982824,0.5,0.02192162490491412,0.02192162490491412,5.066997699559857e-26,0.005394318522248855,0.5,0.0026971592611244274,0.0026971592611244274
127,"-5.794226652, -3.825275937",0.00393756918853697,0.0345139455881638,0.5,0.0172569727940819,0.0172569727940819,5.0589139724802964e-23,0.005407005015294342,0.5,0.002703502507647171,0.002703502507647171
128,"-8.238113462, -3.065948506",0.021614696570197774,0.056550425520394,0.5,0.028275212760197,0.028275212760197,1.1952745475519204e-44,0.004262493647122947,0.5,0.0021312468235614736,0.0021312468235614736
129,"-9.031464254, 0.395334911",0.01094441578902674,0.03490230212284472,0.5,0.01745115106142236,0.01745115106142236,4.505447800071818e-55,0.004207937238693888,0.5,0.002103968619346944,0.002103968619346944
130,"-9.406221051, -2.50494565",0.012654664327683023,0.038184408473738184,0.5,0.019092204236869092,0.019092204236869092,3.526022008645028e-58,0.0038885869217281255,0.5,0.0019442934608640628,0.0019442934608640628
131,"-9.01842918, -3.420214454",0.010164134596809189,0.03935281775384359,0.5,0.019676408876921795,0.019676408876921795,2.3378175728168344e-55,0.0039058203102674835,0.5,0.0019529101551337418,0.0019529101551337418
132,"-8.823942952, -3.48188026",0.011401506198208138,0.043099000778668385,0.5,0.021549500389334193,0.021549500389334193,4.781714511232851e-53,0.003964509573495276,0.5,0.001982254786747638,0.001982254786747638
133,"-7.179278305, -2.297495549",0.02934448074929619,0.06985423824472438,0.5,0.03492711912236219,0.03492711912236219,1.1597104190938055e-31,0.004932857616787283,0.5,0.0024664288083936416,0.0024664288083936416
134,"-9.407075933, -1.055851511",0.01862356653457426,0.045262822412533314,0.5,0.022631411206266657,0.022631411206266657,2.548474153764263e-57,0.003982305292309719,0.5,0.0019911526461548596,0.0019911526461548596
135,"-8.328118225, 0.505464077",0.013972446905840551,0.04765378203217395,0.5,0.023826891016086975,0.023826891016086975,1.2154829750025276e-46,0.004543554116471109,0.5,0.0022717770582355544,0.0022717770582355544
